gid,role,role_score,cluster_id,priority_score,evidence,rank,role_secondary,flags,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,truncated,p_forward,seed_payers,seed_upstream,seed_kzt_in,seed_share,key_links,pagerank,betweenness,fast_in_share,lag_median_days,sync_payers_max,n_return_cycles,repeated_routes,split_days,anomaly,c_role,c_seed,c_volume,c_network,c_patterns
100000008661585100,peripheral,0.773,12,0.0877,Получил 43 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1666,,,1,False,1,0,43141.0,0.0,1,0,0.0,False,0.0,1,1,43141.0,1.0,1,0.000295,0.0,0.0,,1,0,0,0,False,0.0773,0.138,0.0,0.147,0.0
100000002227989100,peripheral,0.673,28,0.0875,4-е колено (обход оборван): 1 поступл. на 20 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1667,,обрыв_4_колена,4,False,1,0,20000.0,0.0,1,0,0.0,True,0.396725,0,1,451.335575,0.022567,0,0.000394,0.0,0.0,,1,0,0,0,False,0.0673,0.0,0.0,0.3494,0.0
100000002952756100,peripheral,0.766,11,0.0875,Получил 47 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1668,,,3,False,1,0,47000.0,0.0,1,0,0.0,False,0.0,0,1,231.555177,0.004927,0,0.000368,0.0,0.0,,1,0,0,0,False,0.0766,0.0,0.0,0.3312,0.0
100000003950749100,peripheral,0.716,3,0.0875,4-е колено (обход оборван): 1 поступл. на 7 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.41 — порогов ролей не достигает,1669,,обрыв_4_колена,4,False,1,0,7000.0,0.0,1,0,0.0,True,0.408876,0,1,669.656957,0.095665,0,0.000384,0.0,0.0,,1,0,0,0,False,0.0716,0.0,0.0,0.341,0.0
100000004747154100,peripheral,0.593,13,0.0875,4-е колено (обход оборван): 1 поступл. на 67 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.39 — порогов ролей не достигает,1670,,обрыв_4_колена,4,False,1,0,67000.0,0.0,1,0,0.0,True,0.385072,0,1,3.261842,4.9e-05,0,0.000332,0.0,0.0,,1,0,0,0,False,0.0593,0.0,0.0552,0.2918,0.0
100000008776298100,peripheral,0.774,12,0.0875,Получил 43 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1671,,,1,False,1,0,42800.0,0.0,1,0,0.0,False,0.0,1,1,42800.0,1.0,1,0.000295,0.0,0.0,,1,0,0,0,False,0.0774,0.1372,0.0,0.1464,0.0
100000004979264100,peripheral,0.629,2,0.0874,4-е колено (обход оборван): 1 поступл. на 40 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.39 — порогов ролей не достигает,1672,,обрыв_4_колена,4,False,1,0,39800.0,0.0,1,0,0.0,True,0.388307,0,1,36.312312,0.000912,0,0.000411,0.0,0.0,,1,0,0,0,False,0.0629,0.0,0.0,0.3577,0.0
100000002757791100,peripheral,0.727,2,0.0869,Получил 73 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1673,,,3,False,1,0,73050.0,0.0,1,0,0.0,False,0.0,0,1,1282.438125,0.017556,0,0.000311,0.0,0.0,,1,0,0,0,False,0.0727,0.0,0.0716,0.2402,0.0
100000002744581100,peripheral,0.884,6,0.0868,Получил 12 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1674,,,2,False,1,0,12000.0,0.0,1,0,0.0,False,0.0,0,1,12000.0,1.0,0,0.000325,0.0,0.0,,1,0,0,0,False,0.0884,0.0172,0.0,0.2807,0.0
100000008071749100,peripheral,0.719,15,0.0868,4-е колено (обход оборван): 1 поступл. на 25 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.25 — порогов ролей не достигает,1675,,обрыв_4_колена,4,False,1,0,24943.0,0.0,1,0,0.0,True,0.247989,0,2,58.879805,0.002361,1,0.000295,0.0,0.0,,1,0,0,0,False,0.0719,0.1395,0.0,0.1506,0.0
100000002990675100,peripheral,0.758,4,0.0867,Получил 51 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1676,,,3,False,1,0,51143.0,0.0,1,0,0.0,False,0.0,0,3,61.134401,0.001195,1,0.000287,0.0,0.0,,1,0,0,0,False,0.0758,0.2211,0.0043,0.0276,0.0
100000002567887100,peripheral,0.759,4,0.0864,Получил 51 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1677,,,3,False,1,0,50915.0,0.0,1,0,0.0,False,0.0,0,3,60.861858,0.001195,1,0.000287,0.0,0.0,,1,0,0,0,False,0.0759,0.2211,0.0034,0.0271,0.0
100000004911971100,peripheral,0.586,4,0.0863,4-е колено (обход оборван): 3 поступл. на 35 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.52 — порогов ролей не достигает,1678,,обрыв_4_колена,4,False,1,0,35000.0,0.0,3,0,0.0,True,0.517948,0,3,1.691492,4.8e-05,0,0.000289,0.0,0.0,,1,0,0,0,False,0.0586,0.2211,0.0,0.0656,0.0
100000008717340100,peripheral,0.776,12,0.0863,Получил 42 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1679,,,1,False,1,0,41500.0,0.0,1,0,0.0,False,0.0,1,1,41500.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.0776,0.1343,0.0,0.1432,0.0
100000007597382100,peripheral,0.861,4,0.0862,Получил 16 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1680,,,3,False,1,0,15700.0,0.0,1,0,0.0,False,0.0,0,3,18.767184,0.001195,1,0.000286,0.0,0.0,,1,0,0,0,False,0.0861,0.2211,0.0,0.01,0.0
100000008729597100,peripheral,0.716,1,0.0862,Получил 83 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1681,,,3,False,1,0,83090.0,0.0,1,0,0.0,False,0.0,0,1,552.673443,0.006652,1,0.000302,0.0,0.0,,1,0,0,0,False,0.0716,0.0,0.0959,0.2062,0.0
100000003047800100,peripheral,0.703,11,0.086,4-е колено (обход оборван): 1 поступл. на 12 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.41 — порогов ролей не достигает,1682,,обрыв_4_колена,4,False,1,0,12212.0,0.0,1,0,0.0,True,0.407566,0,1,8.046928,0.000659,0,0.000375,0.0,0.0,,1,0,0,0,False,0.0703,0.0,0.0,0.3354,0.0
100000003814002100,peripheral,0.805,4,0.0857,Получил 30 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1683,,,3,False,1,0,30000.0,0.0,1,0,0.0,False,0.0,0,3,35.860861,0.001195,1,0.000287,0.0,0.0,,1,0,0,0,False,0.0805,0.2211,0.0,0.0185,0.0
100000004403548100,peripheral,0.711,1,0.0856,4-е колено (обход оборван): 1 поступл. на 5 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.42 — порогов ролей не достигает,1684,,обрыв_4_колена,4,False,1,0,5000.0,0.0,1,0,0.0,True,0.418999,0,1,33.257519,0.006652,0,0.000368,0.0,0.0,,1,0,0,0,False,0.0711,0.0,0.0,0.3314,0.0
100000004635886100,peripheral,0.828,3,0.0856,Получил 23 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1685,,,3,False,1,0,23000.0,0.0,1,0,0.0,False,0.0,0,2,239.941499,0.010432,1,0.000292,0.0,0.0,,1,0,0,0,False,0.0828,0.1395,0.0,0.1223,0.0
100000007863304100,peripheral,0.82,4,0.0856,Получил 25 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1686,,,3,False,1,0,25000.0,0.0,1,0,0.0,False,0.0,0,3,29.884051,0.001195,1,0.000286,0.0,0.0,,1,0,0,0,False,0.082,0.2211,0.0,0.0149,0.0
100000008576528100,peripheral,0.811,4,0.0856,Получил 28 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1687,,,3,False,1,0,28000.0,0.0,1,0,0.0,False,0.0,0,3,33.470137,0.001195,1,0.000286,0.0,0.0,,1,0,0,0,False,0.0811,0.2211,0.0,0.0169,0.0
100000008745474100,peripheral,0.778,12,0.0856,Получил 41 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1688,,,1,False,1,0,40559.0,0.0,1,0,0.0,False,0.0,1,1,40559.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.0778,0.1321,0.0,0.1417,0.0
100000000878006100,peripheral,0.766,4,0.0855,Получил 47 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1689,,,3,False,1,0,47003.0,0.0,1,0,0.0,False,0.0,0,3,56.185602,0.001195,1,0.000287,0.0,0.0,,1,0,0,0,False,0.0766,0.2211,0.0,0.0254,0.0
100000003293377100,peripheral,0.76,4,0.0855,Получил 50 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1690,,,3,False,1,0,50000.0,0.0,1,0,0.0,False,0.0,0,3,59.768102,0.001195,1,0.000287,0.0,0.0,,1,0,0,0,False,0.076,0.2211,0.0,0.0262,0.0
100000002182176100,peripheral,0.774,1,0.0853,Получил 42 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1691,,,1,False,1,0,42465.0,0.0,1,0,0.0,False,0.0,1,1,42465.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.0774,0.1365,0.0,0.135,0.0
100000004158362100,peripheral,0.884,1,0.0852,Получил 12 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1692,,,2,False,1,0,12000.0,0.0,1,0,0.0,False,0.0,0,2,1419.75053,0.118313,1,0.000291,0.0,0.0,,1,0,0,0,False,0.0884,0.1395,0.0,0.1085,0.0
100000006369769100,peripheral,0.78,12,0.0851,Получил 40 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1693,,,1,False,1,0,40000.0,0.0,1,0,0.0,False,0.0,1,1,40000.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.078,0.1308,0.0,0.1406,0.0
100000002231144100,peripheral,0.692,28,0.0848,4-е колено (обход оборван): 1 поступл. на 15 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1694,,обрыв_4_колена,4,False,1,0,15000.0,0.0,1,0,0.0,True,0.399418,0,1,338.501681,0.022567,0,0.000367,0.0,0.0,,1,0,0,0,False,0.0692,0.0,0.0,0.3307,0.0
100000004377043100,peripheral,0.714,22,0.0848,4-е колено (обход оборван): 1 поступл. на 6 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.41 — порогов ролей не достигает,1695,,обрыв_4_колена,4,False,1,0,5700.0,0.0,1,0,0.0,True,0.413389,0,1,62.932575,0.011041,0,0.000364,0.0,0.0,,1,0,0,0,False,0.0714,0.0,0.0,0.3267,0.0
100000004571634100,peripheral,0.673,1,0.0848,4-е колено (обход оборван): 1 поступл. на 20 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1696,,обрыв_4_колена,4,False,1,0,20000.0,0.0,1,0,0.0,True,0.39814,0,1,100.842525,0.005042,0,0.000374,0.0,0.0,,1,0,0,0,False,0.0673,0.0,0.0,0.3347,0.0
100000004950490100,peripheral,0.9,6,0.0847,Получил 10 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1697,,,2,False,1,0,10000.0,0.0,1,0,0.0,False,0.0,0,1,10000.0,1.0,0,0.000331,0.0,0.0,,1,0,0,0,False,0.09,0.0,0.0,0.2887,0.0
100000007938486100,peripheral,0.781,12,0.0847,Получил 40 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1698,,,1,False,1,0,39500.0,0.0,1,0,0.0,False,0.0,1,1,39500.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.0781,0.1296,0.0,0.1397,0.0
100000006866831100,peripheral,0.686,14,0.0846,4-е колено (обход оборван): 1 поступл. на 16 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1699,,обрыв_4_колена,4,False,1,0,16500.0,0.0,1,0,0.0,True,0.399202,0,1,176.17493,0.010677,0,0.000368,0.0,0.0,,1,0,0,0,False,0.0686,0.0,0.0,0.331,0.0
100000008735384100,peripheral,0.781,12,0.0845,Получил 39 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1700,,,1,False,1,0,39220.0,0.0,1,0,0.0,False,0.0,1,1,39220.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.0781,0.129,0.0,0.1392,0.0
100000001380107100,peripheral,0.9,5,0.0842,Получил 6 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1701,,,3,False,1,0,6000.0,0.0,1,0,0.0,False,0.0,0,2,82.239382,0.013707,0,0.000291,0.0,0.0,,1,0,0,0,False,0.09,0.1395,0.0,0.1001,0.0
100000008771819100,peripheral,0.782,12,0.0842,Получил 39 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1702,,,1,False,1,0,38900.0,0.0,1,0,0.0,False,0.0,1,1,38900.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.0782,0.1282,0.0,0.1388,0.0
100000002703376100,peripheral,0.767,14,0.0841,Получил 47 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1703,,,2,False,1,0,46501.0,0.0,1,0,0.0,False,0.0,0,2,1813.01646,0.038989,1,0.000293,0.0,0.0,,1,0,0,0,False,0.0767,0.1395,0.0,0.1261,0.0
100000003996562100,peripheral,0.9,20,0.0841,Получил 8 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1704,,,3,False,1,0,7700.0,0.0,1,0,0.0,False,0.0,0,1,164.77607,0.021399,0,0.000328,0.0,0.0,,1,0,0,0,False,0.09,0.0,0.0,0.2854,0.0
100000004491749100,peripheral,0.76,8,0.0841,Получил 50 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1705,,,3,False,1,0,50000.0,0.0,1,0,0.0,False,0.0,0,1,1894.78737,0.037896,0,0.000351,0.0,0.0,,1,0,0,0,False,0.076,0.0,0.0,0.3136,0.0
100000005056870100,peripheral,0.84,42,0.0841,Получил 20 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1706,,,1,False,1,0,20000.0,0.0,1,0,0.0,False,0.0,1,1,20000.0,1.0,0,0.000303,0.0,0.0,,1,0,0,0,False,0.084,0.0654,0.0,0.21,0.0
100000007175718100,peripheral,0.84,42,0.0841,Получил 20 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1707,,,1,False,1,0,20000.0,0.0,1,0,0.0,False,0.0,1,1,20000.0,1.0,0,0.000303,0.0,0.0,,1,0,0,0,False,0.084,0.0654,0.0,0.21,0.0
100000002691858100,peripheral,0.758,8,0.0839,Получил 52 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1708,,,2,False,1,0,51500.0,0.0,1,0,0.0,False,0.0,0,1,7668.535193,0.148904,0,0.000342,0.0,0.0,,1,0,0,0,False,0.0758,0.0,0.0056,0.3054,0.0
100000004047887100,peripheral,0.648,4,0.0838,4-е колено (обход оборван): 1 поступл. на 30 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.39 — порогов ролей не достигает,1709,,обрыв_4_колена,4,False,1,0,30000.0,0.0,1,0,0.0,True,0.390314,0,3,3.263257,0.000109,0,0.000288,0.0,0.0,,1,0,0,0,False,0.0648,0.2211,0.0,0.0396,0.0
100000000673915100,peripheral,0.672,4,0.0837,4-е колено (обход оборван): 1 поступл. на 20 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1710,,обрыв_4_колена,4,False,1,0,20200.0,0.0,1,0,0.0,True,0.398417,0,3,0.976233,4.8e-05,0,0.000288,0.0,0.0,,1,0,0,0,False,0.0672,0.2211,0.0,0.0338,0.0
100000001307612100,peripheral,0.783,12,0.0837,Получил 38 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1711,,,1,False,1,0,38483.0,0.0,1,0,0.0,False,0.0,1,1,38483.0,1.0,1,0.000294,0.0,0.0,,1,0,0,0,False,0.0783,0.1272,0.0,0.1368,0.0
100000002852402100,peripheral,0.752,3,0.0835,Получил 55 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1712,,,2,False,1,0,55000.0,0.0,1,0,0.0,False,0.0,0,1,10349.479524,0.188172,0,0.000327,0.0,0.0,,1,0,0,0,False,0.0752,0.0032,0.018,0.2831,0.0
100000008686234100,peripheral,0.78,1,0.0828,Получил 40 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1713,,,1,False,1,0,39778.0,0.0,1,0,0.0,False,0.0,1,1,39778.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.078,0.1303,0.0,0.1286,0.0
100000008687671100,peripheral,0.785,12,0.0826,Получил 38 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1714,,,1,False,1,0,37500.0,0.0,1,0,0.0,False,0.0,1,1,37500.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.0785,0.1247,0.0,0.1339,0.0
100000001286703100,peripheral,0.671,4,0.0825,4-е колено (обход оборван): 1 поступл. на 20 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1715,,обрыв_4_колена,4,False,1,0,20500.0,0.0,1,0,0.0,True,0.396811,0,3,2.229892,0.000109,0,0.000287,0.0,0.0,,1,0,0,0,False,0.0671,0.2211,0.0,0.0278,0.0
100000004070530100,peripheral,0.673,4,0.0824,4-е колено (обход оборван): 1 поступл. на 20 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1716,,обрыв_4_колена,4,False,1,0,20000.0,0.0,1,0,0.0,True,0.396927,0,3,2.175505,0.000109,0,0.000287,0.0,0.0,,1,0,0,0,False,0.0673,0.2211,0.0,0.0265,0.0
100000002211413100,peripheral,0.786,12,0.0822,Получил 37 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1717,,,1,False,1,0,37000.0,0.0,1,0,0.0,False,0.0,1,1,37000.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.0786,0.1235,0.0,0.1328,0.0
100000002748040100,peripheral,0.742,15,0.0822,4-е колено (обход оборван): 1 поступл. на 18 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.25 — порогов ролей не достигает,1718,,обрыв_4_колена,4,False,1,0,18000.0,0.0,1,0,0.0,True,0.252388,0,2,42.490338,0.002361,1,0.000292,0.0,0.0,,1,0,0,0,False,0.0742,0.1395,0.0,0.1203,0.0
100000002404112100,peripheral,0.602,27,0.0821,4-е колено (обход оборван): 1 поступл. на 60 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.38 — порогов ролей не достигает,1719,,обрыв_4_колена,4,False,1,0,60000.0,0.0,1,0,0.0,True,0.381285,0,1,19.363115,0.000323,0,0.00033,0.0,0.0,,1,0,0,0,False,0.0602,0.0,0.0344,0.288,0.0
100000005100475100,peripheral,0.78,8,0.0821,Получил 40 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1720,,,3,False,1,0,40000.0,0.0,1,0,0.0,False,0.0,0,1,1515.829896,0.037896,0,0.000338,0.0,0.0,,1,0,0,0,False,0.078,0.0,0.0,0.2985,0.0
100000000542087100,peripheral,0.716,4,0.082,4-е колено (обход оборван): 1 поступл. на 9 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.41 — порогов ролей не достигает,1721,,обрыв_4_колена,4,False,1,0,8506.91,0.0,1,0,0.0,True,0.409405,0,3,0.411125,4.8e-05,0,0.000286,0.0,0.0,,1,0,0,0,False,0.0716,0.2211,0.0,0.016,0.0
100000004674389100,peripheral,0.691,1,0.0819,4-е колено (обход оборван): 1 поступл. на 15 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1722,,обрыв_4_колена,4,False,1,0,15000.0,0.0,1,0,0.0,True,0.401648,0,1,75.631894,0.005042,0,0.000352,0.0,0.0,,1,0,0,0,False,0.0691,0.0,0.0,0.3152,0.0
100000001249054100,peripheral,0.745,15,0.0816,4-е колено (обход оборван): 1 поступл. на 17 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.25 — порогов ролей не достигает,1723,,обрыв_4_колена,4,False,1,0,17375.0,0.0,1,0,0.0,True,0.250837,0,2,41.014979,0.002361,1,0.000292,0.0,0.0,,1,0,0,0,False,0.0745,0.1395,0.0,0.1168,0.0
100000003084870100,peripheral,0.714,11,0.0815,4-е колено (обход оборван): 1 поступл. на 6 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.41 — порогов ролей не достигает,1724,,обрыв_4_колена,4,False,1,0,6500.0,0.0,1,0,0.0,True,0.41434,0,1,2.084838,0.000321,0,0.000345,0.0,0.0,,1,0,0,0,False,0.0714,0.0,0.0,0.3081,0.0
100000000782285100,peripheral,0.9,20,0.0814,Получил 6 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1725,,,3,False,1,0,6151.0,0.0,1,0,0.0,False,0.0,0,1,131.628261,0.021399,0,0.00032,0.0,0.0,,1,0,0,0,False,0.09,0.0,0.0,0.2702,0.0
100000001290243100,peripheral,0.9,3,0.0814,Получил 10 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1726,,,2,False,1,0,10000.0,0.0,1,0,0.0,False,0.0,0,1,9010.037752,0.901004,0,0.00032,0.0,0.0,,1,0,0,0,False,0.09,0.0,0.0,0.2707,0.0
100000002708624100,peripheral,0.82,30,0.0813,Получил 25 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1727,,,3,False,1,0,25000.0,0.0,1,0,0.0,False,0.0,0,1,478.309954,0.019132,0,0.000329,0.0,0.0,,1,0,0,0,False,0.082,0.0,0.0,0.286,0.0
100000003635660100,peripheral,0.844,1,0.0811,Получил 19 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1728,,,3,False,1,0,18985.0,0.0,1,0,0.0,False,0.0,0,2,230.29599,0.01213,1,0.000291,0.0,0.0,,1,0,0,0,False,0.0844,0.1395,0.0,0.0939,0.0
100000004664515100,peripheral,0.785,1,0.081,Получил 38 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1729,,,1,False,1,0,37691.0,0.0,1,0,0.0,False,0.0,1,1,37691.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.0785,0.1252,0.0,0.1246,0.0
100000005979037100,peripheral,0.602,1,0.081,4-е колено (обход оборван): 1 поступл. на 60 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.38 — порогов ролей не достигает,1730,,обрыв_4_колена,4,False,1,0,60300.0,0.0,1,0,0.0,True,0.382218,0,1,54.498039,0.000904,0,0.000325,0.0,0.0,,1,0,0,0,False,0.0602,0.0,0.0354,0.2805,0.0
100000008741372100,peripheral,0.789,12,0.081,Получил 36 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1731,,,1,False,1,0,35975.0,0.0,1,0,0.0,False,0.0,1,1,35975.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.0789,0.1208,0.0,0.1294,0.0
100000000627521100,peripheral,0.714,4,0.0809,4-е колено (обход оборван): 1 поступл. на 6 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.41 — порогов ролей не достигает,1732,,обрыв_4_колена,4,False,1,0,6500.0,0.0,1,0,0.0,True,0.413725,0,3,0.707039,0.000109,0,0.000286,0.0,0.0,,1,0,0,0,False,0.0714,0.2211,0.0,0.0102,0.0
100000003096787100,peripheral,0.748,15,0.0809,4-е колено (обход оборван): 1 поступл. на 16 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.25 — порогов ролей не достигает,1733,,обрыв_4_колена,4,False,1,0,16400.0,0.0,1,0,0.0,True,0.253653,0,2,38.713419,0.002361,1,0.000292,0.0,0.0,,1,0,0,0,False,0.0748,0.1395,0.0,0.1121,0.0
100000005901606100,peripheral,0.79,12,0.0808,Получил 36 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1734,,,1,False,1,0,35660.0,0.0,1,0,0.0,False,0.0,1,1,35660.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.079,0.12,0.0,0.129,0.0
100000006444163100,peripheral,0.9,20,0.0808,Получил 6 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1735,,,3,False,1,0,6026.0,0.0,1,0,0.0,False,0.0,0,1,128.953325,0.021399,0,0.000319,0.0,0.0,,1,0,0,0,False,0.09,0.0,0.0,0.2671,0.0
100000001275557100,peripheral,0.672,23,0.0806,4-е колено (обход оборван): 1 поступл. на 20 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1736,,обрыв_4_колена,4,False,1,0,20000.0,0.0,1,0,0.0,True,0.399963,0,1,377.020412,0.018851,0,0.000348,0.0,0.0,,1,0,0,0,False,0.0672,0.0,0.0,0.3114,0.0
100000002528978100,peripheral,0.752,15,0.0806,4-е колено (обход оборван): 1 поступл. на 16 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.25 — порогов ролей не достигает,1737,,обрыв_4_колена,4,False,1,0,15900.0,0.0,1,0,0.0,True,0.251734,0,2,37.533131,0.002361,1,0.000292,0.0,0.0,,1,0,0,0,False,0.0752,0.1395,0.0,0.1099,0.0
100000002726055100,peripheral,0.718,28,0.0806,4-е колено (обход оборван): 1 поступл. на 10 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.40 — порогов ролей не достигает,1738,,обрыв_4_колена,4,False,1,0,10000.0,0.0,1,0,0.0,True,0.404047,0,1,225.667787,0.022567,0,0.00034,0.0,0.0,,1,0,0,0,False,0.0718,0.0,0.0,0.3025,0.0
100000003713616100,peripheral,0.86,3,0.0804,Получил 16 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1739,,,1,False,1,0,15893.0,0.0,1,0,0.0,False,0.0,1,2,15893.0,1.0,1,0.000287,0.0,0.0,,1,0,0,0,False,0.086,0.1832,0.0,0.0285,0.0
100000008753193100,peripheral,0.791,12,0.0803,Получил 35 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1740,,,1,False,1,0,35225.0,0.0,1,0,0.0,False,0.0,1,1,35225.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.0791,0.1188,0.0,0.1277,0.0
100000002236528100,peripheral,0.736,18,0.0801,Получил 66 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1741,,,3,False,1,0,66000.0,0.0,1,0,0.0,False,0.0,0,1,172.043566,0.002607,1,0.000307,0.0,0.0,,1,0,0,0,False,0.0736,0.0,0.0524,0.2264,0.0
100000002733083100,peripheral,0.754,15,0.0801,4-е колено (обход оборван): 1 поступл. на 15 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.25 — порогов ролей не достигает,1742,,обрыв_4_колена,4,False,1,0,15200.0,0.0,1,0,0.0,True,0.253147,0,2,35.880729,0.002361,1,0.000291,0.0,0.0,,1,0,0,0,False,0.0754,0.1395,0.0,0.1065,0.0
100000004494983100,peripheral,0.791,12,0.08,Получил 35 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1743,,,1,False,1,0,35000.0,0.0,1,0,0.0,False,0.0,1,1,35000.0,1.0,1,0.000293,0.0,0.0,,1,0,0,0,False,0.0791,0.1182,0.0,0.127,0.0
100000008669310100,peripheral,0.745,1,0.08,Получил 60 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1744,,,3,False,1,0,59567.0,0.0,2,0,0.0,False,0.0,0,2,50.420045,0.000846,1,0.000289,0.0,0.0,,1,0,0,0,False,0.0745,0.1395,0.033,0.0638,0.0
100000002199091100,peripheral,0.737,12,0.0797,Получил 65 тыс ₸ от 1 плательщика; пороги ролей не достигнуты,1745,,,2,False,1,0,65000.0,0.0,1,0,0.0,False,0.0,0,1,1117.025674,0.017185,1,0.000308,0.0,0.0,,1,0,0,0,False,0.0737,0.0,0.0495,0.2278,0.0
